area,id,year,text,average,canada,france,germany,italy,japan,russia,uk,us,eu
Crime and Corruption,2016-283,2016,"Towards this end, the G7 will work individually and collectively to advance our shared priorities through relevant international for a including the Conference of State Parties to the United Nations Convention against Corruption (UNCAC) and its subsidiary bodies, the OECD as well as promoting implementation of the Declaration Against Corruption adopted at the Anti-Corruption Summit hosted by the United Kingdom on May 12, and the ministerial declaration adopted at the OECD Anti-Bribery Ministerial Meeting on March 16. ",0.63,0,1,1,0,0,,1,1,1
Crime and Corruption,2016-303,2016,"[Recognizing the importance of the international multi-stakeholder efforts such as the Open Government Partnership, the OECD Guidelines for Multinational Enterprises and its integrity work, and the UN Global Compact, we pledge to move the anti-corruption initiatives and instruments, especially trhough:] Emphasizing the importance of EITI in making the extractive sector more transparent, and consequently deterring corruption.",0.38,0,0,0,1,0,,1,0,1
Crime and Corruption,2019-33,2019,"We support enhancing public procurement transparency and standards, in order to improve the business and investment climate, transparency, accountability and debt sustainability through the constructive involvement of governments, businesses and civil society organization, thus contributing to the fight against corruption",0.63,-1,1,1,1,0,,1,1,1
Nonproliferation,1996-xx,1996,"We call upon all States to spare no effort in securing a global ban on the scourge represented by the proliferation and the indiscriminate use of anti-personnel landmines and welcome the moratoria and bans already adopted by a number of countries on the production, use and export of these weapons, unilateral reductions in stockpiles as well as initiatives to address this urgent problem.""",0.714285714,1,1,1,1,0,,1,0,
Nonproliferation,1996-79,1996,"""We reiterate the importance we attach to the entry into force of the Convention on Chemical Weapons. We will continue to work hard to implement the Convention on Prohibition of Biological and Toxin Weapons, including the establishment of an effective verification mechanism.""",0.333333333,1,0,1,,0,,1,-1,
Nonproliferation,1997-xx,1997,"""We reaffirm the UN General Assembly resolution, approved overwhelmingly, calling for concluding an effective, legally binding international agreement to ban anti-personnel landmines as soon as possible"".",0.75,1,1,1,1,1,0,1,0,
Nonproliferation,2000-95,2000,"“We are determined to implement the conclusions reached at this Conference, including the early entry into force of the Comprehensive Nuclear-Test Ban Treaty (CTBT) and the immediate commencement and the conclusion within five years of negotiations for the Fissile Material Cut-Off Treaty. We remain committed to promoting universal adherence to and compliance with the Non Proliferation Treaty (NPT).”",0.875,1,1,1,1,1,1,1,0,
Nonproliferation,2000-96,2000,"“We are determined to implement the conclusions reached at this Conference, including the early entry into force of the Comprehensive Nuclear-Test Ban Treaty (CTBT) and the immediate commencement and the conclusion within five years of negotiations for the Fissile Material Cut-Off Treaty. We remain committed to promoting universal adherence to and compliance with the Non Proliferation Treaty (NPT).”",0.875,1,1,1,1,1,1,1,0,
Nonproliferation,02-May,2002,"The G8 calls on all countries to join them in commitment to the following six principles to prevent terrorists or those that harbour them from acquiring or developing nuclear, chemical, radiological and biological weapons; missiles; and related materials, equipment and technology.",0.25,0,0,0,0,0,1,0,1,
Nonproliferation,2003-186,2003,"“We reaffirm our support for the IAEA (International Atomic Energy Agency), which should be granted the necessary means to implement its monitoring tasks.”",1,1,1,1,1,1,1,1,1,1
Nonproliferation,2004-107,2004,We reaffirm our support for the IAEA Board of Governors' three Iran resolutions.,0.555555556,1,1,1,-1,1,-1,1,1,1
Nonproliferation,2005-122,2005,"“…for the intervening year [between Sea Island and Gleneagles Summits], we agree that it would be prudent not to inaugurate new initiatives involving transfer of enrichment and reprocessing equipment and technologies to additional states. We call on all states to adopt this strategy with prudence.”",0.777777778,1,1,1,1,1,-1,1,1,1
Nonproliferation,2005-127,2005,"“We renew our pledge to raise up to $20 billion over ten years to 2012 for Global Partnership priorities, initially in Russia.”",1,1,1,1,1,1,1,1,1,1
Nonproliferation,2006-306,2006,"""We remain committed to our pledges in Kananaskis to raise up to $20 billion through 2012 for the Global Partnership, initially in Russia, to support projects to address priority areas identified in Kananaskis and to continue to turn these pledges into concrete actions""",0.555555556,1,0,1,0,1,1,1,0,0
Nonproliferation,2007-277,2007,"""We reaffirm our support to the early commencement of negotiations on a Fissile Material Cut-Off Treaty.""",0.111111111,0,0,1,0,1,-1,0,0,0
Nonproliferation,2007-288 (SS),2007,We remain united in our commitment to resolve the proliferation concerns posed by Iran's nuclear programme.,0.555555556,1,1,1,-1,1,-1,1,1,1
Nonproliferation,2007-293,2007,"""In this regard we remain committed to implementing the Hague Code of Conduct against Ballistic Missile Proliferation and call upon other subscribing States to follow suit.""",0.555555556,1,1,0,0,1,1,0,1,0
Nonproliferation,2007-328,2007,"""Report on the G8 Global Partnership: We reaffirm our commitment to the Global Partnership against the Proliferation of Weapons and Materials of Mass Destruction as set out in the 2002 Kananaskis G8 Summit documents.""",0.555555556,1,-1,0,0,1,1,1,1,1
Nonproliferation,2007-329,2007,"""We reaffirm our commitment to support priority projects under this initiative, initially in Russia.""",0.222222222,0,0,1,0,-1,1,0,1,0
Nonproliferation,2008-170 (SS),2008,"We firmly support and cooperate with the efforts by China, France, Germany, Russia, the United Kingdom and the United States supported by the High Representative of the EU to resolve the issue innovatively through negotiation, and urge Iran to respond positively to their offer delivered on 14 June 2008.",0.555555556,1,1,1,-1,1,-1,1,1,1
Nonproliferation,2008-174 (SS)`,2008,We strongly support immediate commencement and early conclusion of negotiation of a Fissile Material Cut-off Treaty in the Conference on Disarmament.”,0.333333333,0,1,0,0,0,0,1,0,1
Nonproliferation,2008-183,2008,"""We are determined to accomplish priority projects under the Global
Partnership against the Spread of Weapons and Materials of Mass Destruction that was launched at the Kananaskis Summit in 2002.""",0.333333333,1,-1,1,0,-1,1,1,1,0
Nonproliferation,2008-184 (SS),2008,"Since the risks of the spread of weapons and materials of mass destruction exist world wide, we agree that the Partnership will address these global challenges particularly in areas where the risks of terrorism and proliferation are greatest.”",0.777777778,1,0,1,1,0,1,1,1,1
