Compliance Score,Summit,Commitment Text,Average,Issue-Area,Country,Year,Mentions Specific Date,Total Number of Commitments,Number of Same-Issue Commitments,Mentions UN,Mentions Developing Countries,Binding Level,GDP,GDP per Capita,GDP per Capita Growth,Host Country,Number of Ministerials,Closest Ministerial,Government Type
0,2002-110,Supporting the strengthening of training facilities for the recruiting and training of health professionals ,0,Health,Canada,2002,No,187,18,No,No,Lower,7.58E+11,24169.28473,2.303577116,Canada,0,365,Federal
1,2002-116,"""Helping Africa combat the effects of HIV/AIDS – including by: Helping to enhance the capacity of Africa to address the challenges that HIV/AIDS poses to peace and security in Africa.""",0.5,Health,Canada,2002,No,187,18,No,No,Lower,7.58E+11,24169.28473,2.303577116,Canada,0,365,Federal
1,2002-117,"Pressing ahead with current work with the international pharmaceutical industry, affected African countries and civil society to promote the availability of an adequate supply of lifesaving medicines in an affordable and medically effective manner ",0.375,Health,Canada,2002,No,187,18,No,No,Lower,7.58E+11,24169.28473,2.303577116,Canada,0,365,Federal
1,2002-118,"Supporting African countries in helping to promote more effective,
and cost-effective, health interventions to the most vulnerable sectors of society - including reducing maternal and infant mortality and morbidity;
",1,Health,Canada,2002,No,187,18,No,No,Lower,7.58E+11,24169.28473,2.303577116,Canada,0,365,Federal
1,2002-119,"Continuing support for the Global Fund to Fight AIDS, Tuberculosis and Malaria, and working to ensure that the Fund continues to increase the effectiveness of its operations and learns from its experience ",0.25,Health,Canada,2002,No,187,18,No,No,Higher,7.58E+11,24169.28473,2.303577116,Canada,0,365,Federal
1,2002-124,Supporting relevant public-private partnerships for the immunization of children and the elimination of micro-nutrient deficiencies in Africa. ,0.333333333,Health,Canada,2002,No,187,18,No,No,Lower,7.58E+11,24169.28473,2.303577116,Canada,0,365,Federal
1,Mar-03,"implement pension and health care reforms, as we face a common challenge of ageing populations;",1,Health,Canada,2003,No,205,15,No,No,Higher,8.92E+11,28200.65808,2.879569876,France,0,365,Federal
1,Oct-03,"""We agreed on measures to strengthen the Global Fund to fight AIDS, Tuberculosis and Malaria and other bilateral and multilateral efforts, notably through our active participation in the donors’ and supporters’ conference to be hosted in Paris this July.""",0.888888889,Health,Canada,2003,No,205,15,No,No,Higher,8.92E+11,28200.65808,2.879569876,France,0,365,Federal
1,2003-13,We agreed on measures to mobilise the extra funding needed to eradicate polio by 2005.,1,Health,Canada,2003,Yes,205,15,No,No,Higher,8.92E+11,28200.65808,2.879569876,France,0,365,Federal
1,2003-14,We agreed on measures to improve international co-operation against new epidemics such as SARS. ,0.777777778,Health,Canada,2003,No,205,15,No,No,Higher,8.92E+11,28200.65808,2.879569876,France,0,365,Federal
1,2003-115,"We will work to develop an integrated approach that will facilitate the availability and take-up of discounted medicines for the poorest in a manner that is fair, efficient and sustainable. ",0.125,Health,Canada,2003,No,205,15,No,No,Higher,8.92E+11,28200.65808,2.879569876,France,0,365,Federal
1,2004-166,"“We believe the time is right for the major scientific and other stakeholders -both public and private sector, in developed and developing countries — to come together in a more organized fashion....We endorse this concept and call for the establishment of a Global HIV Vaccine Enterprise.""",0.555555556,Health,Canada,2004,No,252,9,No,Yes,Higher,1.02E+12,32034.30774,2.948998239,United States,0,365,Federal
1,2004-172,“We are pleased that the financing gap for 2004 has now been closed through our efforts and those of others. We are determined to close the 2005 financing gap by the 2005 G8 Summit through the contributions of the G8 and other public and private donors.”,0.444444444,Health,Canada,2004,Yes,252,9,No,No,Higher,1.02E+12,32034.30774,2.948998239,United States,0,365,Federal
-1,May-05,"""To boost investment in health and education, and to take action to combat HIV/AIDS, malaria, TB and other killer diseases""",0.25,Health,Canada,2005,No,212,11,No,No,Higher,1.17E+12,36266.18712,4.008877922,United Kingdom,0,365,Federal
0,2005-68,"""Investing in improved health systems in partnership with African governments, by helping Africa train and retain doctors, nurses and community health workers.""",0.285714286,Health,Canada,2005,No,212,11,No,No,Lower,1.17E+12,36266.18712,4.008877922,United Kingdom,0,365,Federal
1,2005-70,"""With the aim of an AIDS-free generation in Africa, significantly reducing HIV infections and working with WHO, UNAIDS and other international bodies to develop and implement a package for HIV prevention, treatment and care, with the aim of as close as possible to universal access to treatment for all those who need it by 2010.""",1,Health,Canada,2005,Yes,212,11,Yes,No,Higher,1.17E+12,36266.18712,4.008877922,United Kingdom,0,365,Federal
0,2005-72,"“We will work to meet the financing needs for HIV/AIDS, including through the replenishment this year of the Global Fund to fight AIDS, TB and Malaria; and actively working with local stakeholders to implement the ‘3 Ones’ principles in all countries”",0.333333333,Health,Canada,2005,No,212,11,No,No,Higher,1.17E+12,36266.18712,4.008877922,United Kingdom,0,365,Federal
1,2005-74,“Supporting the Polio Eradication Initiative for the post eradication period in 2006-8 through continuing or increasing our own contributions toward the $829 million target and mobilizing the support of others.”,0.111111111,Health,Canada,2005,Yes,212,11,No,No,Lower,1.17E+12,36266.18712,4.008877922,United Kingdom,0,365,Federal
1,2005-76,Helping to meet the needs identified by the Stop TB Partnership. We also support the call for a high-level conference of Health Ministers for TB in 2006.,0.666666667,Health,Canada,2005,Yes,212,11,No,No,Lower,1.17E+12,36266.18712,4.008877922,United Kingdom,0,365,Federal
1,2006-27,"""[In our response to HIV/AIDS, we will adhere to the following principles:] scale up support to address the rising rates of HIV infection among young people, particularly young girls and women""",0.5,Health,Canada,2006,No,317,60,No,No,Higher,1.32E+12,40385.86996,3.118693054,Russia,1,-78,Federal
1,2006-31,"""We will work with other donors and stakeholders in the effort to secure funds needed for the 2006-2007 replenishment period and call upon all concerned to participate actively in the development of a four-year strategy, aimed at building a solid foundation for the activities of the Fund in the years ahead.""",0.555555556,Health,Canada,2006,Yes,317,60,No,No,Higher,1.32E+12,40385.86996,3.118693054,Russia,1,-78,Federal
1,2006-36,"""We will also support the 3, 2006-2015, which aims to cut
TB deaths in half by the year 2015 compared to 1990 levels, saving some 14 million lives over ten years, and call upon all donors and stakeholders to contribute to its effective implementation.""",0.222222222,Health,Canada,2006,Yes,317,60,No,No,Higher,1.32E+12,40385.86996,3.118693054,Russia,1,-78,Federal
1,2006-43,"""We urgently call for mobilization of financial support and will continue to work collectively and with bilateral and multilateral donors to close the funding gap for 2007-2008, and will continue to work with others towards securing the resources necessary to finish the program and declare our planet polio-free in the near future.""",0.444444444,Health,Canada,2006,Yes,317,60,No,No,Higher,1.32E+12,40385.86996,3.118693054,Russia,1,-78,Federal
0,2006-51,"Given the potential for the breakdown of public health services as a result of natural and man-made disasters, we support actions aimed at improving the preparedness and capacity of healthcare systems to meet health challenges posed by emergencies, especially in developing countries",0.11,Health,Canada,2006,No,317,60,No,Yes,Lower,1.32E+12,40385.86996,3.118693054,Russia,1,-78,Federal
1,2007-227,"""[We recognize that the level of demand to the Global Fund to fight AIDS, Tuberculosis and Malaria (GFATM) will increase substantially in the future as has been projected by the GFATM Board. In this regard, noting the conclusions of the April meeting of the GFATM Board, which estimated an additional demand approximately of US$ 6 billion by 2010 which might possibly reach US$ 8 billion,] G8 members pledge to work with other donors to replenish the GFATM and to provide long-term predictable funding based on ambitious, but realistic demand-driven targets.""",0.666666667,Health,Canada,2007,Yes,329,42,No,No,Higher,1.46E+12,44543.04104,5.835793377,Germany,0,365,Federal
1,2007-229,"Recognizing the growing feminization of the AIDS epidemic, the G8 in cooperation with partner governments support a gender-sensitive response by the GFATM, with the goal of ensuring that greater attention and appropriate resources are allocated by the Fund to HIV/AIDS prevention, treatment, and care that addresses the needs of women and girls. ",1,Health,Canada,2007,No,329,42,No,No,Lower,1.46E+12,44543.04104,5.835793377,Germany,0,365,Federal
1,2007-233,"""The G8 will take concrete steps to support education programs especially for girls, to promote knowledge about sexuality and reproductive health and the prevention of sexually transmitted infections.""",0.333333333,Health,Canada,2007,No,329,42,No,No,Higher,1.46E+12,44543.04104,5.835793377,Germany,0,365,Federal
1,2007-244,"""We will support responding to those African countries that indicate that they require technical assistance and capacity building programmes for advancing their access to affordable, safe, effective and high quality generic and innovative medicines in a manner consistent with the WTO.""",0.625,Health,Canada,2007,No,329,42,No,No,Higher,1.46E+12,44543.04104,5.835793377,Germany,0,365,Federal
1,2007-246,"""The G8 reaffirm their commitment to scaling up towards “universal access” to comprehensive HIV prevention, treatment and care by 2010 and recognise the significant progress made by countries on target setting and planning, notably concerning enhanced availability of affordable antiretroviral treatment.""",1,Health,Canada,2007,Yes,329,42,No,No,Higher,1.46E+12,44543.04104,5.835793377,Germany,0,365,Federal
